STATION,STATION_NAME,DATE,TMAX,TMIN
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801030,49,24
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801031,56,33
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801101,51,36
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801102,48,31
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801103,69,31
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801104,58,40
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801105,46,31
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801106,50,28
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801107,70,48
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801108,56,37
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801109,66,38
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801110,48,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801111,35,31
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801112,45,31
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801113,60,29
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801114,59,40
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801115,40,35
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801116,43,28
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801117,31,26
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801118,34,28
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801119,33,20
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801120,39,17
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801121,38,23
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801122,41,25
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801123,46,27
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801124,46,39
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801125,39,26
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801126,38,20
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801127,39,33
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801128,40,31
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801129,34,30
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801130,46,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801201,53,45
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801202,54,27
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801203,29,21
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801204,35,17
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801205,37,30
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801206,48,35
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801207,58,45
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801208,61,42
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801209,42,35
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801210,35,30
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801211,30,21
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801212,43,25
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801213,44,22
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801214,33,16
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801215,37,15
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801216,32,25
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801217,28,15
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801218,37,28
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801219,35,5
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801220,15,2
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801221,19,3
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801222,33,6
